TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BRSR6;11,67;9,38;5,14;0,44;0,03;31,32;5,59;4,93;4,52;4,66;;;0,25;2,70;-0,03;2,06;8,58;0,59;;0,07;0,93;0,12;15,28;-6,05;14.452.185,68;26,49;2,27;-1,26;4.914.226.886,88
BRST3;2,78;1,40;10,50;0,78;0,30;42,40;14,96;8,46;5,94;10,97;5,03;0,66;0,89;3,01;-0,42;1,54;7,44;2,86;5,71;0,38;0,62;0,34;41,71;35,66;552.844,14;3,56;0,26;-0,88;1.217.660.952,86
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;;-0,83;0,88;-0,06;9.183.864.834,00
BSLI3;9,26;4,46;5,57;1,13;0,06;35,96;11,12;7,43;3,72;3,83;;;0,41;-2,29;-0,06;0,11;20,28;1,08;;0,05;0,95;0,15;23,49;15,97;101.498,50;8,20;1,66;0,00;4.631.563.624,28
BSLI4;10,04;4,52;6,04;1,22;0,07;35,96;11,12;7,43;4,04;3,83;;;0,45;-2,48;-0,07;0,11;20,28;1,08;;0,05;0,95;0,15;23,49;15,97;46.504,85;8,20;1,66;0,01;4.631.563.624,28
BTTL4;11.091,73;;33.400,08;4.031,14;2.904,64;19,76;-119,83;169,30;-47.188,49;-17,65;0,86;-0,07;56.545,25;37.165,59;-3.276,80;3,21;12,07;8,70;-24,67;0,72;0,28;0,05;-44,69;-12,59;;2,75;0,33;-213,24;64.643.470,80
CALI3;17,05;1,58;5,76;0,67;0,19;24,14;21,37;13,39;3,61;5,97;2,37;0,44;0,77;0,40;-0,48;4,26;11,70;3,26;7,36;0,28;0,58;0,24;79,12;;2.258,00;25,32;2,96;0,00;119.159.040,00
CALI4;50,00;;16,88;1,97;0,55;24,14;21,37;13,39;10,58;5,97;2,37;0,44;2,26;1,19;-1,39;4,26;11,70;3,26;7,36;0,28;0,58;0,24;79,12;;;25,32;2,96;0,00;119.159.040,00
CAMB3;9,71;9,69;5,90;1,33;1,06;48,70;19,06;16,88;5,22;4,49;-0,73;-0,19;1,00;3,05;-2,14;3,27;22,64;18,04;17,49;0,80;0,20;1,07;14,78;28,06;315.158,18;7,28;1,65;-0,71;410.491.026,80
CAMB4;6,25;;3,80;0,86;0,68;48,70;19,06;16,88;3,36;4,49;-0,73;-0,19;0,64;1,97;-1,38;3,27;22,64;18,04;17,49;0,80;0,20;1,07;14,78;28,06;;7,28;1,65;-0,46;410.491.026,80
CAML3;5,03;5,13;6,44;0,51;0,16;15,12;4,88;2,25;2,96;7,98;5,02;0,86;0,14;0,73;-0,36;1,64;7,91;2,46;5,22;0,31;0,69;1,09;17,84;2,67;3.868.032,36;9,88;0,78;-0,14;1.760.500.000,00
CASH3;4,71;;10,91;1,01;0,81;15,24;15,24;12,40;8,87;7,68;-1,19;-0,13;1,35;8,64;-1,05;1,69;9,22;7,44;2,28;0,81;0,18;0,60;34,97;26,53;8.895.691,27;4,68;0,43;-0,04;531.760.342,35
CASN3;8,77;1,03;28,88;4,01;1,71;53,15;31,57;16,44;15,04;15,79;3,08;0,82;4,75;28,70;-2,15;1,42;13,88;5,93;10,58;0,43;0,57;0,36;11,65;23,90;0,00;2,19;0,30;0,14;8.529.097.212,50
CASN4;6,07;1,64;19,99;2,77;1,19;53,15;31,57;16,44;10,41;15,79;3,08;0,82;3,29;19,87;-1,49;1,42;13,88;5,93;10,58;0,43;0,57;0,36;11,65;23,90;0,00;2,19;0,30;0,10;8.529.097.212,50
CATA3;103,61;25,55;0,72;0,07;0,04;27,03;8,67;6,61;0,55;3,54;3,00;0,41;0,05;0,12;-0,09;1,92;10,34;4,95;1,95;0,48;0,52;0,75;12,29;23,62;;1.400,84;144,83;0,10;14.940.354,78
CATA4;0,00;;0,00;0,00;0,00;27,03;8,67;6,61;0,00;3,54;3,00;0,41;0,00;0,00;0,00;1,92;10,34;4,95;1,95;0,48;0,52;0,75;12,29;23,62;;1.400,84;144,83;0,00;14.940.354,78
CBAV3;3,82;;13,20;0,57;0,19;11,05;8,33;2,15;3,41;7,87;4,46;0,75;0,28;1,28;-0,27;1,86;4,32;1,41;8,28;0,33;0,66;0,66;9,20;;33.689.763,86;6,70;0,29;-0,11;2.487.097.702,54
CBEE3;12,50;;6,90;0,56;0,24;14,93;9,85;7,46;5,23;10,34;5,11;0,55;0,51;-1,34;-0,30;0,53;8,18;3,45;2,01;0,42;0,58;0,46;8,16;19,77;4.357,33;22,14;1,81;-0,02;4.750.494.350,00
CCXC3;1,16;;-0,25;-0,03;2,34;;;;-3,26;-3,21;0,05;;;-0,03;;0,01;-10,66;-946,44;0,81;-88,75;89,75;0,00;;;;-43,93;-4,68;0,00;1.973.425,64
CEAB3;16,70;4,04;10,25;1,49;0,58;55,09;12,29;6,26;5,22;5,49;0,27;0,08;0,64;3,76;-1,10;1,49;14,53;5,66;16,89;0,39;0,61;0,90;7,64;248,85;61.367.169,59;11,21;1,63;0,13;5.147.692.635,60
CEBR3;25,98;20,42;9,52;1,74;1,26;49,37;54,36;44,81;7,85;5,75;-2,42;-0,54;4,27;2,72;-2,73;7,50;18,27;13,28;13,70;0,73;0,11;0,30;-33,77;10,56;378.079,32;14,93;2,73;0,52;1.948.264.693,95
CEBR5;25,70;14,16;9,42;1,72;1,25;49,37;54,36;44,81;7,77;5,75;-2,42;-0,54;4,22;2,69;-2,70;7,50;18,27;13,28;13,70;0,73;0,11;0,30;-33,77;10,56;262.672,55;14,93;2,73;0,52;1.948.264.693,95
CEBR6;28,07;14,26;10,29;1,88;1,37;49,37;54,36;44,81;8,48;5,75;-2,42;-0,54;4,61;2,94;-2,95;7,50;18,27;13,28;13,70;0,73;0,11;0,30;-33,77;10,56;752.440,14;14,93;2,73;0,57;1.948.264.693,95
CEDO3;21,00;;2,95;0,69;0,22;27,57;12,87;7,15;1,64;4,41;3,09;1,31;0,21;4,67;-0,38;1,13;23,49;7,40;14,79;0,31;0,68;1,03;8,89;;2.100,00;30,25;7,11;-0,37;168.230.121,92
CEDO4;11,27;;1,59;0,37;0,12;27,57;12,87;7,15;0,88;4,41;3,09;1,31;0,11;2,50;-0,20;1,13;23,49;7,40;14,79;0,31;0,68;1,03;8,89;;24.021,13;30,25;7,11;-0,20;168.230.121,92
CEEB3;37,00;3,02;4,55;1,15;0,30;30,33;24,02;12,18;2,31;6,51;3,59;1,78;0,55;-11,20;-0,36;0,86;25,20;6,67;17,34;0,26;0,74;0,55;10,09;16,13;55.669,07;32,28;8,13;0,19;12.304.687.178,04
CEEB5;36,70;3,05;4,51;1,14;0,30;30,33;24,02;12,18;2,29;6,51;3,59;1,78;0,55;-11,11;-0,36;0,86;25,20;6,67;17,34;0,26;0,74;0,55;10,09;16,13;3.675,00;32,28;8,13;0,19;12.304.687.178,04
CEEB6;60,68;2,03;7,46;1,88;0,50;30,33;24,02;12,18;3,78;6,51;3,59;1,78;0,91;-18,36;-0,60;0,86;25,20;6,67;17,34;0,26;0,74;0,55;10,09;16,13;;32,28;8,13;0,32;12.304.687.178,04
CEED3;9,00;;-1,24;-0,16;0,07;18,52;7,73;-8,43;1,36;13,07;11,71;;0,10;1,25;-0,10;1,22;-13,09;-5,75;15,89;-0,44;1,44;0,68;9,53;;1.636,78;-55,34;-7,25;0,30;616.098.524,00
CEED4;20,00;;-2,76;-0,36;0,16;18,52;7,73;-8,43;3,01;13,07;11,71;;0,23;2,78;-0,23;1,22;-13,09;-5,75;15,89;-0,44;1,44;0,68;9,53;;0,00;-55,34;-7,25;0,66;616.098.524,00
CEGR3;96,72;;46,55;13,98;5,57;29,12;18,37;10,78;27,33;28,08;0,75;0,38;5,02;-47,67;-7,07;0,64;30,04;11,97;26,34;0,40;0,60;1,11;2,19;7,66;0,00;6,92;2,08;-33,13;25.112.161.439,04
CEPE3;125,26;;16,69;4,41;0,64;21,75;14,52;6,84;7,86;13,86;6,57;3,69;1,14;16,84;-0,83;1,20;26,42;3,86;7,34;0,15;0,85;0,56;6,27;25,30;;28,41;7,51;0,00;8.662.392.210,18
CEPE5;40,12;;5,35;1,41;0,21;21,75;14,52;6,84;2,52;13,86;6,57;3,69;0,37;5,39;-0,27;1,20;26,42;3,86;7,34;0,15;0,85;0,56;6,27;25,30;;28,41;7,51;0,00;8.662.392.210,18
CEPE6;43,00;;5,73;1,51;0,22;21,75;14,52;6,84;2,70;13,86;6,57;3,69;0,39;5,78;-0,29;1,20;26,42;3,86;7,34;0,15;0,85;0,56;6,27;25,30;;28,41;7,51;0,00;8.662.392.210,18
CESP3;25,55;;7,97;1,15;0,61;30,72;121,64;65,05;4,26;5,71;1,48;0,40;5,18;7,40;-0,70;3,50;14,45;7,72;11,79;0,53;0,47;0,12;-1,33;-2,02;;22,19;3,21;-0,03;8.302.192.833,55
CESP5;25,00;;7,79;1,13;0,60;30,72;121,64;65,05;4,17;5,71;1,48;0,40;5,07;7,24;-0,68;3,50;14,45;7,72;11,79;0,53;0,47;0,12;-1,33;-2,02;;22,19;3,21;-0,03;8.302.192.833,55
CESP6;25,25;;7,87;1,14;0,61;30,72;121,64;65,05;4,21;5,71;1,48;0,40;5,12;7,32;-0,69;3,50;14,45;7,72;11,79;0,53;0,47;0,12;-1,33;-2,02;;22,19;3,21;-0,03;8.302.192.833,55
CGAS3;123,00;3,89;10,17;9,50;1,13;24,14;20,59;11,35;5,61;8,11;2,50;4,23;1,15;15,36;-1,56;1,37;93,41;11,13;22,35;0,12;0,88;0,98;10,17;3,23;8.236,17;12,95;12,09;-0,24;16.300.032.201,00
CGAS5;127,50;3,47;10,54;9,85;1,17;24,14;20,59;11,35;5,81;8,11;2,50;4,23;1,20;15,92;-1,62;1,37;93,41;11,13;22,35;0,12;0,88;0,98;10,17;3,23;77.543,10;12,95;12,09;-0,25;16.300.032.201,00
CGRA3;28,47;11,19;4,97;0,62;0,45;52,41;10,34;15,78;7,59;5,29;-2,19;-0,18;0,78;1,60;-0,80;2,75;12,41;9,03;7,24;0,73;0,27;0,57;8,68;-1,86;34.493,29;46,11;5,72;0,09;576.843.141,24
CGRA4;27,70;11,50;4,84;0,60;0,44;52,41;10,34;15,78;7,39;5,29;-2,19;-0,18;0,76;1,56;-0,78;2,75;12,41;9,03;7,24;0,73;0,27;0,57;8,68;-1,86;322.070,05;46,11;5,72;0,09;576.843.141,24
CIEL3;5,83;;12,97;1,60;0,14;41,12;18,60;11,57;8,06;12,69;4,63;0,92;1,50;1,60;-1,51;1,11;12,31;1,11;3,73;0,09;0,88;0,10;-1,94;-4,62;0,00;3,65;0,45;-0,39;15.839.031.805,63
CLSA3;10,49;;-24,41;3,06;2,30;33,36;-32,02;-16,96;-12,93;-10,71;2,22;-0,52;4,14;7,90;-4,94;2,19;-12,52;-9,40;-34,71;0,75;0,25;0,55;17,88;;57.778.110,00;3,43;-0,43;-0,08;1.971.344.369,40
CLSC3;93,00;6,93;5,91;0,93;0,28;16,60;10,69;5,37;2,97;6,23;3,14;0,98;0,32;5,27;-0,38;1,23;15,67;4,67;12,79;0,30;0,70;0,87;5,86;16,46;101.320,60;100,50;15,75;-1,43;3.736.716.469,46
CLSC4;99,49;7,70;6,32;0,99;0,30;16,60;10,69;5,37;3,17;6,23;3,14;0,98;0,34;5,64;-0,41;1,23;15,67;4,67;12,79;0,30;0,70;0,87;5,86;16,46;536.745,68;100,50;15,75;-1,53;3.736.716.469,46
CMIG3;15,08;9,95;6,64;1,52;0,68;18,16;22,09;15,50;4,66;5,16;1,33;0,43;1,03;-708,78;-0,87;1,00;22,84;10,25;17,27;0,45;0,55;0,66;9,42;15,77;1.350.521,09;9,95;2,27;0,16;35.573.054.640,28
CMIG4;11,10;12,03;4,89;1,12;0,50;18,16;22,09;15,50;3,43;5,16;1,33;0,43;0,76;-521,72;-0,64;1,00;22,84;10,25;17,27;0,45;0,55;0,66;9,42;15,77;101.490.156,86;9,95;2,27;0,12;35.573.054.640,28
CMIN3;5,15;16,12;12,72;3,06;0,78;47,43;26,67;13,26;6,32;5,18;-1,14;-0,55;1,69;3,79;-1,49;1,78;24,04;6,17;20,28;0,26;0,74;0,47;7,57;-9,53;20.092.004,50;1,68;0,40;-0,24;28.249.495.000,25
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CNSY3;30,22;;-86,19;-23,75;5,37;18,72;7,08;-7,71;93,87;109,95;16,08;;6,65;-28,61;-6,18;0,41;-27,56;-6,23;4,37;-0,23;1,23;0,81;2,97;;;-1,27;-0,35;0,14;935.885.083,86
COCE3;37,50;;8,34;0,62;0,21;17,54;13,43;4,39;2,73;7,02;4,56;1,03;0,37;-1,42;-0,27;0,57;7,40;2,56;10,56;0,35;0,65;0,58;9,44;-0,85;4.450,00;60,78;4,50;1,12;2.924.104.759,95
COCE5;28,01;;6,23;0,46;0,16;17,54;13,43;4,39;2,04;7,02;4,56;1,03;0,27;-1,06;-0,20;0,57;7,40;2,56;10,56;0,35;0,65;0,58;9,44;-0,85;261.704,68;60,78;4,50;0,84;2.924.104.759,95
COCE6;12,83;;2,85;0,21;0,07;17,54;13,43;4,39;0,93;7,02;4,56;1,03;0,13;-0,49;-0,09;0,57;7,40;2,56;10,56;0,35;0,65;0,58;9,44;-0,85;0,00;60,78;4,50;0,38;2.924.104.759,95
COGN3;2,95;2,26;4,98;0,44;0,23;68,20;22,32;16,49;3,68;7,30;3,62;0,43;0,82;3,74;-0,29;1,53;8,84;4,70;6,01;0,53;0,42;0,28;-1,88;36,40;68.813.762,86;6,70;0,59;-0,02;5.535.988.319,50
CORR3;2,71;;0,01;0,01;0,00;100,00;2.560,96;2.141,14;0,01;-1,26;-1,41;-2,58;0,19;0,01;-0,02;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65
CORR4;82,00;;0,27;0,41;0,12;100,00;2.560,96;2.141,14;0,22;-1,26;-1,41;-2,58;5,70;0,20;-0,48;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65
CPFE3;37,82;4,06;8,06;2,03;0,55;31,48;24,89;12,29;3,98;6,24;2,26;1,15;0,99;-19,22;-0,69;0,88;25,17;6,82;16,26;0,27;0,72;0,56;7,33;14,88;43.384.510,05;18,64;4,69;-6,94;43.578.262.920,80
CPLE3;11,43;6,50;11,20;1,33;0,56;21,84;19,62;12,75;7,28;11,20;3,63;0,66;1,43;23,77;-0,70;1,13;11,89;5,01;9,02;0,42;0,58;0,39;6,88;8,87;47.826.506,82;8,58;1,02;0,36;35.489.969.586,66
CPLE5;11,91;6,86;11,67;1,39;0,58;21,84;19,62;12,75;7,58;11,20;3,63;0,66;1,49;24,76;-0,73;1,13;11,89;5,01;9,02;0,42;0,58;0,39;6,88;8,87;3.756,13;8,58;1,02;0,37;35.489.969.586,66
CPLE6;12,26;6,67;12,01;1,43;0,60;21,84;19,62;12,75;7,81;11,20;3,63;0,66;1,53;25,49;-0,75;1,13;11,89;5,01;9,02;0,42;0,58;0,39;6,88;8,87;140.644.965,55;8,58;1,02;0,38;35.489.969.586,66
CPRE3;18,23;;9,29;2,44;0,99;63,83;47,70;31,77;6,19;6,14;-0,05;-0,02;2,95;-20,50;-1,19;0,77;26,21;10,70;22,69;0,41;0,58;0,34;13,50;64,53;;7,49;1,96;-0,82;10.824.655.047,92
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00
CRFB3;8,48;1,13;8,92;0,84;0,19;18,14;3,65;1,69;4,12;7,99;3,87;0,78;0,15;-25,37;-0,36;0,98;9,36;2,13;8,44;0,23;0,75;1,26;14,00;14,62;122.254.636,00;10,15;0,95;0,00;17.884.800.909,28
CRIV3;6,98;;35,10;0,66;0,04;20,26;0,43;0,99;81,37;80,16;;;0,35;0,07;-0,09;131,56;1,89;0,12;;0,06;0,94;0,12;27,56;-21,36;;10,50;0,20;-0,75;707.929.532,00
CRIV4;6,74;;33,89;0,64;0,04;20,26;0,43;0,99;78,57;80,16;;;0,33;0,07;-0,09;131,56;1,89;0,12;;0,06;0,94;0,12;27,56;-21,36;;10,50;0,20;-0,72;707.929.532,00
